"","X","Course.taken","Quarter","Grade.earned","numericalgrade","Last.quarter.of.attendance","Drop.date","Concurrent.GPA","Concurrent.credits.registered.for","Concurrent.credits.earned","COMPASS.Reading","COMPASS.Number.Skills","COMPASS.Elem.Alg","COMPASS.College.Alg","COMPASS.Trig","MAPS.score","FID","success1.0","success2.0","success2.5","forcednumericalgrade"
"23887",23887,"MATH&141","B342","3.2",3.2,"B344","",3.63,15,15,79,NA,"94",88,"45",NA,11708,TRUE,TRUE,TRUE,3.2
"23888",23888,"MATH097","B342","0",0,"B344","10/25/2013",2.5,15,10,72,NA,"73",NA,"",NA,1474,FALSE,FALSE,FALSE,0
"23889",23889,"MATH&151","B341","4",4,"B344","",4,13,13,82,NA,"99",76,"57",NA,6955,TRUE,TRUE,TRUE,4
"23890",23890,"MATH&141","B341","4",4,"B344","",3.9,15,15,83,NA,"94",51,"",NA,9475,TRUE,TRUE,TRUE,4
"23891",23891,"MATH&142","B342","4",4,"B344","",3.73,15,15,83,NA,"94",51,"",NA,9475,TRUE,TRUE,TRUE,4
"23892",23892,"MATH&141","B342","4",4,"B344","",4,15,15,79,NA,"91",53,"",NA,1130,TRUE,TRUE,TRUE,4
"23893",23893,"MATH072","B342","0",0,"B344","10/1/2013",1.17,17,5,63,NA,"81",56,"",NA,773,FALSE,FALSE,FALSE,0
"23894",23894,"MATH&141","B342","4",4,"B344","",2.86,14,14,72,NA,"88",73,"",NA,9559,TRUE,TRUE,TRUE,4
"23895",23895,"MATH&151","B232","3.9",3.9,"B344","",3.98,20,20,93,99,"99",91,"68",NA,274,TRUE,TRUE,TRUE,3.9
"23896",23896,"MATH&141","B232","4",4,"B343","",4,20,20,90,NA,"96",63,"",NA,11687,TRUE,TRUE,TRUE,4
"23897",23897,"MATH&142","B233","3.8",3.8,"B343","",3.75,20,20,90,NA,"96",63,"",NA,11687,TRUE,TRUE,TRUE,3.8
"23898",23898,"MATH&151","B234","3.8",3.8,"B343","",3.65,20,20,90,NA,"96",63,"",NA,11687,TRUE,TRUE,TRUE,3.8
"23899",23899,"MATH&141","B233","4",4,"B341","",3.88,17,17,90,NA,"99",68,"",NA,8325,TRUE,TRUE,TRUE,4
"23900",23900,"MATH&142","B234","4",4,"B341","",3.97,20,20,90,NA,"99",68,"",NA,8325,TRUE,TRUE,TRUE,4
"23901",23901,"MATH072","B232","3.9",3.9,"B232","",3.86,18,18,76,NA,"50",NA,"",NA,5172,TRUE,TRUE,TRUE,3.9
"23902",23902,"MATH&142","B234","3.5",3.5,"B344","",2.27,13,8,89,NA,"89",78,"36",NA,7056,TRUE,TRUE,TRUE,3.5
"23903",23903,"MATH&151","B341","2.1",2.1,"B344","",2.85,14,14,85,NA,"90",71,"76",NA,98,TRUE,TRUE,FALSE,2.1
"23904",23904,"MATH&141","B233","4",4,"B344","",3.83,18,18,75,NA,"57",NA,"",485,10352,TRUE,TRUE,TRUE,4
"23905",23905,"MATH&142","B234","4",4,"B344","",3.54,19,19,75,NA,"57",NA,"",485,10352,TRUE,TRUE,TRUE,4
"23906",23906,"MATH147","B232","2.8",2.8,"B343","",2.93,20,20,76,NA,"97",87,"69",NA,8963,TRUE,TRUE,TRUE,2.8
"23907",23907,"MATH&141","B233","3.9",3.9,"B343","",3.06,17,17,87,NA,"85",97,"83",NA,4392,TRUE,TRUE,TRUE,3.9
"23908",23908,"MATH&141","B233","3",3,"B344","",2.08,20,15,86,NA,"88",63,"",NA,10919,TRUE,TRUE,TRUE,3
"23909",23909,"MATH&141","B233","4",4,"B343","",3.31,22,22,96,NA,"89",92,"73",NA,12169,TRUE,TRUE,TRUE,4
"23910",23910,"MATH&141","B233","4",4,"B343","",3.61,22,22,91,NA,"95",85,"76",NA,4004,TRUE,TRUE,TRUE,4
"23911",23911,"MATH&141","B233","3.7",3.7,"B343","",3.47,22,22,84,NA,"94",79,"85",NA,7336,TRUE,TRUE,TRUE,3.7
"23912",23912,"MATH&107","B341","2.3",2.3,"B344","",2.85,20,20,95,NA,"88",82,"68",NA,5937,TRUE,TRUE,FALSE,2.3
"23913",23913,"MATH&141","B233","4",4,"B343","",3.2,17,17,80,NA,"97",97,"70",NA,1746,TRUE,TRUE,TRUE,4
"23914",23914,"MATH&142","B233","1.6",1.6,"B343","",2.74,22,22,77,NA,"99",81,"64",NA,8917,TRUE,FALSE,FALSE,1.6
"23915",23915,"MATH&141","B233","4",4,"B343","",3.72,22,22,78,NA,"85",70,"",NA,7550,TRUE,TRUE,TRUE,4
"23916",23916,"MATH&151","B232","3.7",3.7,"B344","",3.78,20,20,87,NA,"99",83,"71",NA,6773,TRUE,TRUE,TRUE,3.7
"23917",23917,"MATH&142","B234","4",4,"B342","",3.38,12,12,75,NA,"88",78,"50",NA,10242,TRUE,TRUE,TRUE,4
"23918",23918,"MATH&142","B232","4",4,"B344","",4,13,13,67,NA,"90",97,"51",NA,10053,TRUE,TRUE,TRUE,4
"23919",23919,"MATH&151","B233","3.8",3.8,"B344","",3.83,20,15,67,NA,"90",97,"51",NA,10053,TRUE,TRUE,TRUE,3.8
"23920",23920,"MATH&151","B234","3.9",3.9,"B344","",3.63,20,20,82,NA,"97",95,"66",NA,12136,TRUE,TRUE,TRUE,3.9
"23921",23921,"MATH&141","B342","3.6",3.6,"B344","",3.73,15,15,78,NA,"90",65,"",NA,5029,TRUE,TRUE,TRUE,3.6
"23922",23922,"MATH097","B342","0",0,"B344","10/4/2013",2.17,15,10,69,NA,"61",NA,"",NA,10123,FALSE,FALSE,FALSE,0
"23923",23923,"MATH&151","B234","3.9",3.9,"B344","",3.83,15,15,83,NA,"99",79,"84",NA,1241,TRUE,TRUE,TRUE,3.9
"23924",23924,"MATH&141","B232","4",4,"B344","",3.75,18,18,76,NA,"90",55,"",NA,11094,TRUE,TRUE,TRUE,4
"23925",23925,"MATH&142","B233","4",4,"B344","",3.1,15,15,76,NA,"90",55,"",NA,11094,TRUE,TRUE,TRUE,4
"23926",23926,"MATH&151","B234","4",4,"B344","",3.57,15,15,76,NA,"90",55,"",NA,11094,TRUE,TRUE,TRUE,4
"23927",23927,"MATH&141","B233","3.9",3.9,"B344","",3.8,15,15,78,NA,"89",63,"",NA,3543,TRUE,TRUE,TRUE,3.9
"23928",23928,"MATH&142","B234","3.8",3.8,"B344","",3.56,17,17,78,NA,"89",63,"",NA,3543,TRUE,TRUE,TRUE,3.8
"23929",23929,"MATH&151","B341","3.8",3.8,"B344","",3.73,15,15,78,NA,"89",63,"",NA,3543,TRUE,TRUE,TRUE,3.8
"23930",23930,"MATH&151","B342","3.9",3.9,"B344","",3.94,16,16,66,NA,"99",87,"86",NA,4224,TRUE,TRUE,TRUE,3.9
"23931",23931,"MATH&151","B234","3.3",3.3,"B344","",3.75,18,18,79,NA,"85",90,"73",NA,8649,TRUE,TRUE,TRUE,3.3
"23932",23932,"MATH&142","B232","3.9",3.9,"B344","",3.9,17,5,99,NA,"56",NA,"",NA,10736,TRUE,TRUE,TRUE,3.9
"23933",23933,"MATH&151","B233","0",0,"B344","1/25/2013",0,16,0,99,NA,"56",NA,"",NA,10736,FALSE,FALSE,FALSE,0
"23934",23934,"MATH&151","B342","2.5",2.5,"B344","",3.33,18,13,99,NA,"56",NA,"",NA,10736,TRUE,TRUE,TRUE,2.5
"23935",23935,"MATH097","B342","0",0,"B344","10/7/2013",1.33,15,5,57,NA,"71",NA,"",NA,5828,FALSE,FALSE,FALSE,0
"23936",23936,"MATH&141","B234","3.9",3.9,"B344","",3.95,10,10,65,NA,"90",93,"42",NA,6979,TRUE,TRUE,TRUE,3.9
"23937",23937,"MATH&142","B342","3.7",3.7,"B344","",3.91,16,16,65,NA,"90",93,"42",NA,6979,TRUE,TRUE,TRUE,3.7
"23938",23938,"MATH&151","B232","4",4,"B234","",3.88,20,20,87,NA,"99",86,"91",NA,8994,TRUE,TRUE,TRUE,4
"23939",23939,"MATH&141","B234","2.7",2.7,"B344","",2.16,17,17,65,NA,"92",66,"",NA,5445,TRUE,TRUE,TRUE,2.7
"23940",23940,"MATH&142","B341","4",4,"B344","",3.83,15,15,65,NA,"92",66,"",NA,5445,TRUE,TRUE,TRUE,4
"23941",23941,"MATH&151","B342","2",2,"B344","",2.63,19,19,65,NA,"92",66,"",NA,5445,TRUE,TRUE,FALSE,2
"23942",23942,"MATH147","B234","4",4,"B342","",3.2,20,20,86,NA,"87",88,"72",NA,8020,TRUE,TRUE,TRUE,4
"23943",23943,"MATH&141","B233","2.4",2.4,"B344","",3.1,15,15,73,NA,"76",59,"",NA,4239,TRUE,TRUE,FALSE,2.4
"23944",23944,"MATH&142","B234","2.7",2.7,"B344","",2.6,15,15,73,NA,"76",59,"",NA,4239,TRUE,TRUE,TRUE,2.7
"23945",23945,"MATH&151","B233","3.9",3.9,"B344","",3.3,16,16,99,95,"99",89,"75",NA,1915,TRUE,TRUE,TRUE,3.9
"23946",23946,"MATH&151","B232","3.9",3.9,"B342","",2.53,15,15,84,NA,"76",83,"76",NA,7649,TRUE,TRUE,TRUE,3.9
"23947",23947,"MATH&151","B233","4",4,"B344","",3.38,20,20,82,NA,"95",72,"51",NA,1403,TRUE,TRUE,TRUE,4
"23948",23948,"MATH&141","B342","2.3",2.3,"B344","",2.01,18,13,86,NA,"99",61,"",NA,576,TRUE,TRUE,FALSE,2.3
"23949",23949,"MATH&142","B234","4",4,"B344","",3.9,20,20,86,76,"87",75,"",NA,11469,TRUE,TRUE,TRUE,4
"23950",23950,"MATH&151","B232","3.7",3.7,"B344","",3.7,13,13,97,95,"99",87,"72",NA,7980,TRUE,TRUE,TRUE,3.7
"23951",23951,"MATH&141","B232","1.4",1.4,"B344","",1.83,12,12,67,99,"64",59,"",640,8152,TRUE,FALSE,FALSE,1.4
"23952",23952,"MATH&141","B342","4",4,"B344","",3.93,20,15,67,99,"64",59,"",640,8152,TRUE,TRUE,TRUE,4
"23953",23953,"MATH147","B234","3.2",3.2,"B344","",3.48,20,20,67,99,"64",59,"",640,8152,TRUE,TRUE,TRUE,3.2
"23954",23954,"MATH&151","B232","3.8",3.8,"B344","",3.37,19,19,87,91,"91",91,"60",NA,2200,TRUE,TRUE,TRUE,3.8
"23955",23955,"MATH147","B233","2.2",2.2,"B344","",2.95,15,10,92,NA,"87",63,"",NA,9676,TRUE,TRUE,FALSE,2.2
"23956",23956,"MATH&141","B232","3.8",3.8,"B344","",3.65,20,20,77,NA,"93",70,"",NA,4428,TRUE,TRUE,TRUE,3.8
"23957",23957,"MATH&142","B233","4",4,"B344","",3.9,21,21,77,NA,"93",70,"",NA,4428,TRUE,TRUE,TRUE,4
"23958",23958,"MATH&151","B234","4",4,"B344","",4,16,16,77,NA,"93",70,"",NA,4428,TRUE,TRUE,TRUE,4
"23959",23959,"MATH072","B234","1.1",1.1,"B342","",1.57,15,10,96,NA,"59",NA,"",NA,1504,TRUE,FALSE,FALSE,1.1
"23960",23960,"MATH072","B341","1",1,"B342","",1.7,15,15,96,NA,"59",NA,"",NA,1504,TRUE,FALSE,FALSE,1
"23961",23961,"MATH&141","B233","2.4",2.4,"B234","",3.14,20,20,96,NA,"52",73,"",NA,9856,TRUE,TRUE,FALSE,2.4
"23962",23962,"MATH&142","B234","2.6",2.6,"B234","",3.03,15,15,96,NA,"52",73,"",NA,9856,TRUE,TRUE,TRUE,2.6
"23963",23963,"MATH097","B232","3.9",3.9,"B234","",3.29,17,17,96,NA,"52",73,"",NA,9856,TRUE,TRUE,TRUE,3.9
"23964",23964,"MATH&151","B232","4",4,"B344","",4,18,15,94,93,"99",91,"96",NA,2612,TRUE,TRUE,TRUE,4
"23965",23965,"MATH&151","B233","3.9",3.9,"B342","",3.32,19,19,83,NA,"70",NA,"",686,10439,TRUE,TRUE,TRUE,3.9
"23966",23966,"MATH&151","B233","4",4,"B344","",3.59,17,17,84,NA,"99",97,"96",NA,7604,TRUE,TRUE,TRUE,4
"23967",23967,"MATH147","B341","4",4,"B344","",3.83,15,15,73,NA,"96",78,"65",NA,3430,TRUE,TRUE,TRUE,4
"23968",23968,"MATH072","B233","NC",NA,"B342","2/7/2013",2.91,16,10,66,NA,"28",NA,"",NA,1260,FALSE,FALSE,FALSE,-0.1
"23969",23969,"MATH&141","B233","NC",NA,"B234","2/19/2013",1.3,15,5,78,NA,"81",29,"",NA,10996,FALSE,FALSE,FALSE,-0.1
"23970",23970,"MATH&151","B233","3.4",3.4,"B344","",2.78,16,16,87,NA,"99",80,"82",NA,6554,TRUE,TRUE,TRUE,3.4
"23971",23971,"MATH&141","B341","3",3,"B342","",3.67,15,15,78,NA,"93",72,"",NA,742,TRUE,TRUE,TRUE,3
"23972",23972,"MATH&141","B232","3.9",3.9,"B233","",3.96,13,13,79,66,"34",61,"",NA,11374,TRUE,TRUE,TRUE,3.9
"23973",23973,"MATH&141","B233","4",4,"B344","",3.67,15,15,70,NA,"96",72,"",NA,602,TRUE,TRUE,TRUE,4
"23974",23974,"MATH&142","B234","4",4,"B344","",3.7,14,14,70,NA,"96",72,"",NA,602,TRUE,TRUE,TRUE,4
"23975",23975,"MATH&151","B342","3.7",3.7,"B344","",3.61,16,16,70,NA,"96",72,"",NA,602,TRUE,TRUE,TRUE,3.7
"23976",23976,"MATH&141","B234","W",NA,"B234","5/23/2013",0,18,0,85,NA,"86",58,"",NA,579,FALSE,FALSE,FALSE,-0.1
"23977",23977,"MATH147","B342","4",4,"B344","",3.47,15,15,80,NA,"91",65,"",NA,9540,TRUE,TRUE,TRUE,4
"23978",23978,"MATH&141","B232","3.3",3.3,"B344","",3.15,18,13,94,NA,"67",NA,"",NA,3984,TRUE,TRUE,TRUE,3.3
"23979",23979,"MATH&142","B234","4",4,"B344","",3.85,18,18,94,NA,"67",NA,"",NA,3984,TRUE,TRUE,TRUE,4
"23980",23980,"MATH&151","B342","NC",NA,"B344","11/14/2013",2.9,15,10,94,NA,"67",NA,"",NA,3984,FALSE,FALSE,FALSE,-0.1
"23981",23981,"MATH&151","B232","3.8",3.8,"B344","",3.93,18,18,96,NA,"82",80,"51",NA,9453,TRUE,TRUE,TRUE,3.8
"23982",23982,"MATH072","B232","0",0,"B343","11/7/2012",0.17,18,3,80,89,"23",NA,"",NA,505,FALSE,FALSE,FALSE,0
"23983",23983,"MATH072","B233","1.1",1.1,"B343","",2.18,20,20,80,89,"23",NA,"",NA,505,TRUE,FALSE,FALSE,1.1
"23984",23984,"MATH072","B234","3.3",3.3,"B343","",3.03,20,15,80,89,"23",NA,"",NA,505,TRUE,TRUE,TRUE,3.3
"23985",23985,"MATH097","B341","0",0,"B343","8/15/2013",1.68,20,15,80,89,"23",NA,"",NA,505,FALSE,FALSE,FALSE,0
"23986",23986,"MATH097","B342","3.1",3.1,"B343","",3.12,13,13,80,89,"23",NA,"",NA,505,TRUE,TRUE,TRUE,3.1
"23987",23987,"MATH&141","B342","2.5",2.5,"B344","",2.75,20,20,71,NA,"53",NA,"",NA,8158,TRUE,TRUE,TRUE,2.5
"23988",23988,"MATH072","B233","3.7",3.7,"B344","",3.28,16,16,71,NA,"53",NA,"",NA,8158,TRUE,TRUE,TRUE,3.7
"23989",23989,"MATH097","B234","3.4",3.4,"B344","",3.33,15,15,71,NA,"53",NA,"",NA,8158,TRUE,TRUE,TRUE,3.4
"23990",23990,"MATH097","B232","3.5",3.5,"B344","",3.63,15,15,70,NA,"62",NA,"",NA,10750,TRUE,TRUE,TRUE,3.5
"23991",23991,"MATH&151","B342","4",4,"B344","",4,15,15,73,66,"85",85,"73",NA,7190,TRUE,TRUE,TRUE,4
"23992",23992,"MATH&141","B341","2",2,"B344","",2.36,12,12,68,NA,"59",NA,"",NA,1740,TRUE,TRUE,FALSE,2
"23993",23993,"MATH072","B233","3.9",3.9,"B344","",3.2,13,10,68,NA,"59",NA,"",NA,1740,TRUE,TRUE,TRUE,3.9
"23994",23994,"MATH097","B234","3",3,"B344","",3.15,20,20,68,NA,"59",NA,"",NA,1740,TRUE,TRUE,TRUE,3
"23995",23995,"MATH&141","B234","3.6",3.6,"B343","",2.67,20,20,86,NA,"99",92,"54",NA,3746,TRUE,TRUE,TRUE,3.6
"23996",23996,"MATH&151","B233","2.9",2.9,"B343","",2.89,21,21,86,NA,"99",92,"54",NA,3746,TRUE,TRUE,TRUE,2.9
"23997",23997,"MATH&141","B233","2.1",2.1,"B234","",1.37,15,10,77,NA,"79",65,"",NA,9049,TRUE,TRUE,FALSE,2.1
"23998",23998,"MATH&142","B234","1.6",1.6,"B234","",1.27,15,10,77,NA,"79",65,"",NA,9049,TRUE,FALSE,FALSE,1.6
"23999",23999,"MATH&141","B234","3.7",3.7,"B344","",3.6,15,15,80,NA,"91",61,"",NA,2052,TRUE,TRUE,TRUE,3.7
"24000",24000,"MATH&142","B342","3.1",3.1,"B344","",2.54,18,13,80,NA,"91",61,"",NA,2052,TRUE,TRUE,TRUE,3.1
"24001",24001,"MATH097","B233","W",NA,"B344","2/20/2013",3.65,18,13,80,NA,"63",NA,"",NA,3837,FALSE,FALSE,FALSE,-0.1
"24002",24002,"MATH097","B342","3.4",3.4,"B344","",3.85,20,20,80,NA,"63",NA,"",NA,3837,TRUE,TRUE,TRUE,3.4
"24003",24003,"MATH&141","B233","3.9",3.9,"B344","",3.51,18,18,89,NA,"94",69,"",NA,9757,TRUE,TRUE,TRUE,3.9
"24004",24004,"MATH&142","B234","3.3",3.3,"B344","",2.92,18,18,89,NA,"94",69,"",NA,9757,TRUE,TRUE,TRUE,3.3
"24005",24005,"MATH&151","B342","3",3,"B344","",3.4,20,20,89,NA,"94",69,"",NA,9757,TRUE,TRUE,TRUE,3
"24006",24006,"MATH&151","B233","4",4,"B344","",3.45,20,20,95,93,"99",89,"76",NA,6905,TRUE,TRUE,TRUE,4
"24007",24007,"MATH&142","B232","3",3,"B344","",2,15,10,72,76,"91",88,"63",NA,9296,TRUE,TRUE,TRUE,3
"24008",24008,"MATH&151","B233","2.6",2.6,"B344","",3.17,15,15,72,76,"91",88,"63",NA,9296,TRUE,TRUE,TRUE,2.6
"24009",24009,"MATH&141","B233","4",4,"B344","",3.6,15,15,73,56,"91",81,"51",NA,5134,TRUE,TRUE,TRUE,4
"24010",24010,"MATH&151","B234","2.5",2.5,"B344","",2.46,13,13,73,56,"91",81,"51",NA,5134,TRUE,TRUE,TRUE,2.5
"24011",24011,"MATH097","B232","4",4,"B344","",3.76,18,18,73,56,"91",81,"51",NA,5134,TRUE,TRUE,TRUE,4
"24012",24012,"MATH&151","B232","4",4,"B344","",4,15,15,73,88,"95",78,"87",NA,7421,TRUE,TRUE,TRUE,4
"24013",24013,"MATH&151","B234","4",4,"B344","",4,20,20,83,NA,"85",97,"85",NA,6841,TRUE,TRUE,TRUE,4
"24014",24014,"MATH&141","B233","4",4,"B344","",3.45,19,19,83,NA,"73",NA,"",680,10691,TRUE,TRUE,TRUE,4
"24015",24015,"MATH&151","B234","1.8",1.8,"B344","",2.6,20,20,83,NA,"73",NA,"",680,10691,TRUE,FALSE,FALSE,1.8
"24016",24016,"MATH&151","B342","2.2",2.2,"B344","",3.23,20,15,83,NA,"73",NA,"",680,10691,TRUE,TRUE,FALSE,2.2
"24017",24017,"MATH097","B232","4",4,"B344","",3.9,15,15,83,NA,"73",NA,"",680,10691,TRUE,TRUE,TRUE,4
"24018",24018,"MATH&141","B342","3.5",3.5,"B344","",3.37,15,15,77,NA,"65",NA,"",NA,44,TRUE,TRUE,TRUE,3.5
"24019",24019,"MATH097","B341","3.8",3.8,"B344","",3.5,15,15,77,NA,"65",NA,"",NA,44,TRUE,TRUE,TRUE,3.8
"24020",24020,"MATH&151","B234","3.5",3.5,"B344","",3.68,20,20,75,NA,"92",86,"61",NA,4370,TRUE,TRUE,TRUE,3.5
"24021",24021,"MATH&151","B233","4",4,"B344","",4,20,20,94,NA,"99",95,"88",NA,6108,TRUE,TRUE,TRUE,4
"24022",24022,"MATH062","B234","3",3,"B344","",3.23,15,15,73,17,"16",15,"",382,9153,TRUE,TRUE,TRUE,3
"24023",24023,"MATH097","B341","3",3,"B344","",3.35,10,10,73,17,"16",15,"",382,9153,TRUE,TRUE,TRUE,3
"24024",24024,"MATH147","B342","NC",NA,"B344","12/8/2013",2.05,15,10,73,17,"16",15,"",382,9153,FALSE,FALSE,FALSE,-0.1
"24025",24025,"MATH&151","B232","2.2",2.2,"B344","",3.32,17,17,87,66,"94",84,"66",295,5691,TRUE,TRUE,FALSE,2.2
"24026",24026,"MATH&151","B233","3.7",3.7,"B344","",3.42,18,18,82,66,"92",85,"60",NA,2718,TRUE,TRUE,TRUE,3.7
"24027",24027,"MATH&141","B341","3.4",3.4,"B344","",3.33,12,12,80,32,"29",NA,"",NA,4464,TRUE,TRUE,TRUE,3.4
"24028",24028,"MATH&142","B342","3",3,"B344","",1.87,15,15,80,32,"29",NA,"",NA,4464,TRUE,TRUE,TRUE,3
"24029",24029,"MATH072","B233","4",4,"B344","",3.4,12,12,80,32,"29",NA,"",NA,4464,TRUE,TRUE,TRUE,4
"24030",24030,"MATH097","B234","2.7",2.7,"B344","",2.73,15,15,80,32,"29",NA,"",NA,4464,TRUE,TRUE,TRUE,2.7
"24031",24031,"MATH&151","B234","3.1",3.1,"B344","",3.37,15,15,67,84,"86",79,"73",NA,10208,TRUE,TRUE,TRUE,3.1
"24032",24032,"MATH097","B233","4",4,"B344","",3.65,20,20,67,84,"86",79,"73",NA,10208,TRUE,TRUE,TRUE,4
"24033",24033,"MATH&141","B233","3.9",3.9,"B344","",2.88,14,14,77,72,"63",NA,"",NA,9967,TRUE,TRUE,TRUE,3.9
"24034",24034,"MATH&142","B234","4",4,"B344","",3.8,15,15,77,72,"63",NA,"",NA,9967,TRUE,TRUE,TRUE,4
"24035",24035,"MATH&151","B341","4",4,"B344","",3,10,10,77,72,"63",NA,"",NA,9967,TRUE,TRUE,TRUE,4
"24036",24036,"MATH097","B232","4",4,"B344","",2.75,13,13,77,72,"63",NA,"",NA,9967,TRUE,TRUE,TRUE,4
"24037",24037,"MATH&151","B233","4",4,"B343","",3.88,26,26,94,NA,"99",97,"89",NA,5311,TRUE,TRUE,TRUE,4
"24038",24038,"MATH097","B342","4",4,"B344","",3.8,10,10,73,NA,"67",NA,"",NA,3744,TRUE,TRUE,TRUE,4
"24039",24039,"MATH&151","B232","4",4,"B344","",3.67,20,20,84,NA,"99",76,"75",NA,5175,TRUE,TRUE,TRUE,4
"24040",24040,"MATH&141","B232","4",4,"B344","",3.97,18,18,83,93,"99",60,"",695,1452,TRUE,TRUE,TRUE,4
"24041",24041,"MATH&151","B233","4",4,"B344","",3.93,15,15,83,93,"99",60,"",695,1452,TRUE,TRUE,TRUE,4
"24042",24042,"MATH&141","B232","2.1",2.1,"B344","",1.37,15,10,69,93,"",61,"",NA,4499,TRUE,TRUE,FALSE,2.1
"24043",24043,"MATH&142","B233","NC",NA,"B344","2/4/2013",0,15,0,69,93,"",61,"",NA,4499,FALSE,FALSE,FALSE,-0.1
"24044",24044,"MATH&141","B342","4",4,"B344","",3.7,20,20,60,NA,"67",NA,"",NA,11381,TRUE,TRUE,TRUE,4
"24045",24045,"MATH097","B234","4",4,"B344","",4,15,15,60,NA,"67",NA,"",NA,11381,TRUE,TRUE,TRUE,4
"24046",24046,"MATH072","B232","W",NA,"B342","10/28/2012",1.7,20,10,66,NA,"46",NA,"",NA,11273,FALSE,FALSE,FALSE,-0.1
"24047",24047,"MATH&141","B233","3.7",3.7,"B344","",3.83,20,20,81,60,"",25,"",NA,713,TRUE,TRUE,TRUE,3.7
"24048",24048,"MATH097","B232","3.8",3.8,"B344","",3.67,15,15,81,60,"",25,"",NA,713,TRUE,TRUE,TRUE,3.8
"24049",24049,"MATH&151","B233","4",4,"B344","",3.72,19,19,75,60,"93",79,"70",NA,3708,TRUE,TRUE,TRUE,4
"24050",24050,"MATH&141","B232","4",4,"B344","",3.51,15,15,88,80,"99",78,"96",NA,5450,TRUE,TRUE,TRUE,4
"24051",24051,"MATH&151","B233","3.9",3.9,"B344","",3.13,20,20,88,80,"99",78,"96",NA,5450,TRUE,TRUE,TRUE,3.9
"24052",24052,"MATH097","B341","0",0,"B344","7/17/2013",0,5,0,80,NA,"67",NA,"",NA,675,FALSE,FALSE,FALSE,0
"24053",24053,"MATH&151","B233","3.4",3.4,"B344","",2.68,20,20,79,66,"92",77,"61",NA,8945,TRUE,TRUE,TRUE,3.4
"24054",24054,"MATH&141","B233","3.7",3.7,"B344","",3.45,20,20,85,NA,"91",62,"",NA,4737,TRUE,TRUE,TRUE,3.7
"24055",24055,"MATH&142","B234","1.2",1.2,"B344","",1.76,25,18,85,NA,"91",62,"",NA,4737,TRUE,FALSE,FALSE,1.2
"24056",24056,"MATH147","B233","0",0,"B344","3/4/2013",1.67,15,10,69,NA,"91",71,"",NA,7299,FALSE,FALSE,FALSE,0
"24057",24057,"MATH147","B341","4",4,"B344","",3.48,20,20,69,NA,"91",71,"",NA,7299,TRUE,TRUE,TRUE,4
"24058",24058,"MATH&151","B232","4",4,"B344","",3.83,15,15,83,95,"",73,"",NA,10690,TRUE,TRUE,TRUE,4
"24059",24059,"MATH&141","B233","3.1",3.1,"B344","",3,20,20,87,NA,"79",54,"",NA,1231,TRUE,TRUE,TRUE,3.1
"24060",24060,"MATH&142","B234","2.9",2.9,"B344","",3.38,17,17,87,NA,"79",54,"",NA,1231,TRUE,TRUE,TRUE,2.9
"24061",24061,"MATH&151","B342","3.3",3.3,"B344","",3.17,12,12,87,NA,"79",54,"",NA,1231,TRUE,TRUE,TRUE,3.3
"24062",24062,"MATH&141","B234","1",1,"B344","",0.42,19,5,83,NA,"36",NA,"",NA,8912,TRUE,FALSE,FALSE,1
"24063",24063,"MATH&141","B342","1",1,"B344","",1.19,21,10,83,NA,"36",NA,"",NA,8912,TRUE,FALSE,FALSE,1
"24064",24064,"MATH072","B232","2.5",2.5,"B344","",2.45,20,20,83,NA,"36",NA,"",NA,8912,TRUE,TRUE,TRUE,2.5
"24065",24065,"MATH097","B233","2.6",2.6,"B344","",2.58,20,20,83,NA,"36",NA,"",NA,8912,TRUE,TRUE,TRUE,2.6
"24066",24066,"MATH&141","B233","4",4,"B344","",4,13,5,82,NA,"91",65,"",NA,7395,TRUE,TRUE,TRUE,4
"24067",24067,"MATH&142","B342","3.4",3.4,"B344","",1.8,15,10,82,NA,"91",65,"",NA,7395,TRUE,TRUE,TRUE,3.4
"24068",24068,"MATH&141","B234","3.4",3.4,"B344","",3.8,15,15,66,NA,"83",63,"",NA,11788,TRUE,TRUE,TRUE,3.4
"24069",24069,"MATH&142","B232","3.3",3.3,"B344","",2.88,17,17,86,NA,"89",82,"41",NA,3969,TRUE,TRUE,TRUE,3.3
"24070",24070,"MATH&151","B234","2.5",2.5,"B344","",3.19,20,20,86,NA,"89",82,"41",NA,3969,TRUE,TRUE,TRUE,2.5
"24071",24071,"MATH&141","B233","3.9",3.9,"B344","",3.61,17,17,88,NA,"81",63,"",NA,5797,TRUE,TRUE,TRUE,3.9
"24072",24072,"MATH&142","B234","4",4,"B344","",3.9,20,20,88,NA,"81",63,"",NA,5797,TRUE,TRUE,TRUE,4
"24073",24073,"MATH&151","B342","3",3,"B344","",3.45,20,20,88,NA,"81",63,"",NA,5797,TRUE,TRUE,TRUE,3
"24074",24074,"MATH072","B233","2.8",2.8,"B344","",2.57,18,18,67,NA,"30",NA,"",NA,9990,TRUE,TRUE,TRUE,2.8
"24075",24075,"MATH097","B234","2",2,"B344","",2.09,19,19,67,NA,"30",NA,"",NA,9990,TRUE,TRUE,FALSE,2
"24076",24076,"MATH097","B341","3",3,"B344","",3.38,10,8,67,NA,"30",NA,"",NA,9990,TRUE,TRUE,TRUE,3
